,Table ID,Line,UniqueID,Stub,Data Release
14977,B17010H,27,B17010H_027,5 to 17 years only,
14978,B17010H,28,B17010H_028,No related children of the householder under 18 years,
14979,B17010H,29,B17010H_029,Other family:,
14980,B17010H,30,B17010H_030,"Male householder, no spouse present:",
14981,B17010H,31,B17010H_031,With related children of the householder under 18 years:,
14982,B17010H,32,B17010H_032,Under 5 years only,
14983,B17010H,33,B17010H_033,Under 5 years and 5 to 17 years,
14984,B17010H,34,B17010H_034,5 to 17 years only,
14985,B17010H,35,B17010H_035,No related children of the householder under 18 years,
14986,B17010H,36,B17010H_036,"Female householder, no spouse present:",
14987,B17010H,37,B17010H_037,With related children of the householder under 18 years:,
14988,B17010H,38,B17010H_038,Under 5 years only,
14989,B17010H,39,B17010H_039,Under 5 years and 5 to 17 years,
14990,B17010H,40,B17010H_040,5 to 17 years only,
14991,B17010H,41,B17010H_041,No related children of the householder under 18 years,
14992, ,,,,
14993,C17010H,,,"POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",1
14994,C17010H,,,"Universe:  Families with a householder who is White alone, not Hispanic or Latino",
14995,C17010H,1,C17010H_001,Total:,
14996,C17010H,2,C17010H_002,Income in the past 12 months below poverty level:,
14997,C17010H,3,C17010H_003,Married-couple family:,
14998,C17010H,4,C17010H_004,With related children of the householder under 18 years,
14999,C17010H,5,C17010H_005,Other family:,
15000,C17010H,6,C17010H_006,"Male householder, no spouse present",
15001,C17010H,7,C17010H_007,With related children of the householder under 18 years,
15002,C17010H,8,C17010H_008,"Female householder, no spouse present",
15003,C17010H,9,C17010H_009,With related children of the householder under 18 years,
15004,C17010H,10,C17010H_010,Income in the past 12 months at or above poverty level:,
15005,C17010H,11,C17010H_011,Married-couple family:,
15006,C17010H,12,C17010H_012,With related children of the householder under 18 years,
15007,C17010H,13,C17010H_013,Other family:,
15008,C17010H,14,C17010H_014,"Male householder, no spouse present",
15009,C17010H,15,C17010H_015,With related children of the householder under 18 years,
15010,C17010H,16,C17010H_016,"Female householder, no spouse present",
15011,C17010H,17,C17010H_017,With related children of the householder under 18 years,
15012,,,,,
15013,B17010I, ,,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN (HISPANIC OR LATINO),"1,5"
15014,B17010I, ,,Universe:  Families with a householder who is Hispanic or Latino,
15015,B17010I,1,B17010I_001,Total:,
15016,B17010I,2,B17010I_002,Income in the past 12 months below poverty level:,
15017,B17010I,3,B17010I_003,Married-couple family:,
15018,B17010I,4,B17010I_004,With related children of the householder under 18 years:,
15019,B17010I,5,B17010I_005,Under 5 years only,
15020,B17010I,6,B17010I_006,Under 5 years and 5 to 17 years,
15021,B17010I,7,B17010I_007,5 to 17 years only,
15022,B17010I,8,B17010I_008,No related children of the householder under 18 years,
15023,B17010I,9,B17010I_009,Other family:,
15024,B17010I,10,B17010I_010,"Male householder, no spouse present:",
15025,B17010I,11,B17010I_011,With related children of the householder under 18 years:,
15026,B17010I,12,B17010I_012,Under 5 years only,
15027,B17010I,13,B17010I_013,Under 5 years and 5 to 17 years,
15028,B17010I,14,B17010I_014,5 to 17 years only,
15029,B17010I,15,B17010I_015,No related children of the householder under 18 years,
15030,B17010I,16,B17010I_016,"Female householder, no spouse present:",
15031,B17010I,17,B17010I_017,With related children of the householder under 18 years:,
15032,B17010I,18,B17010I_018,Under 5 years only,
15033,B17010I,19,B17010I_019,Under 5 years and 5 to 17 years,
15034,B17010I,20,B17010I_020,5 to 17 years only,
15035,B17010I,21,B17010I_021,No related children of the householder under 18 years,
15036,B17010I,22,B17010I_022,Income in the past 12 months at or above poverty level:,
15037,B17010I,23,B17010I_023,Married-couple family:,
15038,B17010I,24,B17010I_024,With related children of the householder under 18 years:,
15039,B17010I,25,B17010I_025,Under 5 years only,
15040,B17010I,26,B17010I_026,Under 5 years and 5 to 17 years,
15041,B17010I,27,B17010I_027,5 to 17 years only,
15042,B17010I,28,B17010I_028,No related children of the householder under 18 years,
15043,B17010I,29,B17010I_029,Other family:,
15044,B17010I,30,B17010I_030,"Male householder, no spouse present:",
15045,B17010I,31,B17010I_031,With related children of the householder under 18 years:,
15046,B17010I,32,B17010I_032,Under 5 years only,
15047,B17010I,33,B17010I_033,Under 5 years and 5 to 17 years,
15048,B17010I,34,B17010I_034,5 to 17 years only,
15049,B17010I,35,B17010I_035,No related children of the householder under 18 years,
15050,B17010I,36,B17010I_036,"Female householder, no spouse present:",
15051,B17010I,37,B17010I_037,With related children of the householder under 18 years:,
15052,B17010I,38,B17010I_038,Under 5 years only,
15053,B17010I,39,B17010I_039,Under 5 years and 5 to 17 years,
15054,B17010I,40,B17010I_040,5 to 17 years only,
15055,B17010I,41,B17010I_041,No related children of the householder under 18 years,
15056,,,,,
15057,C17010I,,,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS (HISPANIC OR LATINO),1
15058,C17010I,,,Universe:  Families with a householder who is Hispanic or Latino,
15059,C17010I,1,C17010I_001,Total:,
15060,C17010I,2,C17010I_002,Income in the past 12 months below poverty level:,
15061,C17010I,3,C17010I_003,Married-couple family:,
15062,C17010I,4,C17010I_004,With related children of the householder under 18 years,
15063,C17010I,5,C17010I_005,Other family:,
15064,C17010I,6,C17010I_006,"Male householder, no spouse present",
15065,C17010I,7,C17010I_007,With related children of the householder under 18 years,
15066,C17010I,8,C17010I_008,"Female householder, no spouse present",
15067,C17010I,9,C17010I_009,With related children of the householder under 18 years,
15068,C17010I,10,C17010I_010,Income in the past 12 months at or above poverty level:,
15069,C17010I,11,C17010I_011,Married-couple family:,
15070,C17010I,12,C17010I_012,With related children of the householder under 18 years,
15071,C17010I,13,C17010I_013,Other family:,
15072,C17010I,14,C17010I_014,"Male householder, no spouse present",
15073,C17010I,15,C17010I_015,With related children of the householder under 18 years,
15074,C17010I,16,C17010I_016,"Female householder, no spouse present",
15075,C17010I,17,C17010I_017,With related children of the householder under 18 years,
15076,,,,,
15077,B17011, ,,AGGREGATE INCOME DEFICIT (DOLLARS) IN THE PAST 12 MONTHS FOR FAMILIES BY FAMILY TYPE,"1,5"
15078,B17011, ,,Universe:  Families with income in the past 12 months below the poverty level,
15079,B17011,1,B17011_001,Aggregate income deficit in the past 12 months:,
15080,B17011,2,B17011_002,Married-couple family,
15081,B17011,3,B17011_003,Other family:,
15082,B17011,4,B17011_004,"Male householder, no spouse present",
15083,B17011,5,B17011_005,"Female householder, no spouse present",
15084, ,,,,
15085,B17012, ,,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF RELATED CHILDREN UNDER 18 YEARS,"1,5"
15086,B17012, ,,Universe:  Families,
15087,B17012,1,B17012_001,Total:,
15088,B17012,2,B17012_002,Income in the past 12 months below poverty level:,
15089,B17012,3,B17012_003,Married-couple family:,
15090,B17012,4,B17012_004,No child ,
15091,B17012,5,B17012_005,1 or 2 children ,
15092,B17012,6,B17012_006,3 or 4 children ,
15093,B17012,7,B17012_007,5 or more children ,
15094,B17012,8,B17012_008,Other families:,
15095,B17012,9,B17012_009," Male householder, no spouse present:",
15096,B17012,10,B17012_010,No child ,
15097,B17012,11,B17012_011,1 or 2 children ,
15098,B17012,12,B17012_012,3 or 4 children ,
15099,B17012,13,B17012_013,5 or more children ,
15100,B17012,14,B17012_014,"Female householder, no spouse present:",
15101,B17012,15,B17012_015,No child ,
15102,B17012,16,B17012_016,1 or 2 children ,
15103,B17012,17,B17012_017,3 or 4 children ,
15104,B17012,18,B17012_018,5 or more children ,
15105,B17012,19,B17012_019,Income in the past 12 months at or above poverty level:,
15106,B17012,20,B17012_020,Married-couple family:,
15107,B17012,21,B17012_021,No child ,
15108,B17012,22,B17012_022,1 or 2 children ,
15109,B17012,23,B17012_023,3 or 4 children ,
15110,B17012,24,B17012_024,5 or more children ,
15111,B17012,25,B17012_025,Other families:,
15112,B17012,26,B17012_026," Male householder, no spouse present:",
15113,B17012,27,B17012_027,No child ,
15114,B17012,28,B17012_028,1 or 2 children ,
15115,B17012,29,B17012_029,3 or 4 children ,
15116,B17012,30,B17012_030,5 or more children ,
15117,B17012,31,B17012_031,"Female householder, no spouse present:",
15118,B17012,32,B17012_032,No child ,
15119,B17012,33,B17012_033,1 or 2 children ,
15120,B17012,34,B17012_034,3 or 4 children ,
15121,B17012,35,B17012_035,5 or more children ,
15122, ,,,,
15123,C17012, ,,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY NUMBER OF RELATED CHILDREN UNDER 18 YEARS,1
15124,C17012, ,,Universe:  Families,
15125,C17012,1,C17012_001,Total:,
15126,C17012,2,C17012_002,Income in the past 12 months below poverty level:,
15127,C17012,3,C17012_003,No child ,
15128,C17012,4,C17012_004,1 or 2 children ,
15129,C17012,5,C17012_005,3 or 4 children ,
15130,C17012,6,C17012_006,5 or more children  ,
15131,C17012,7,C17012_007,Income in the past 12 months at or above poverty level:,
15132,C17012,8,C17012_008,No child ,
15133,C17012,9,C17012_009,1 or 2 children ,
15134,C17012,10,C17012_010,3 or 4 children ,
15135,C17012,11,C17012_011,5 or more children  ,
15136,,,,,
15137,B17013, ,,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF PERSONS IN FAMILY,"1,5"
15138,B17013, ,,Universe:  Families,
15139,B17013,1,B17013_001,Total:,
15140,B17013,2,B17013_002,Income in the past 12 months below poverty level:,
15141,B17013,3,B17013_003,Married-couple family:,
15142,B17013,4,B17013_004,2 people ,
15143,B17013,5,B17013_005,3 to 4 people ,
15144,B17013,6,B17013_006,5 to 6 people ,
15145,B17013,7,B17013_007,7 or more people ,
15146,B17013,8,B17013_008,Other families:,
15147,B17013,9,B17013_009," Male householder, no spouse present:",
15148,B17013,10,B17013_010,2 people ,
15149,B17013,11,B17013_011,3 to 4 people ,
15150,B17013,12,B17013_012,5 to 6 people ,
15151,B17013,13,B17013_013,7 or more people ,
15152,B17013,14,B17013_014,"Female householder, no spouse present:",
15153,B17013,15,B17013_015,2 people ,
15154,B17013,16,B17013_016,3 to 4 people ,
15155,B17013,17,B17013_017,5 to 6 people ,
15156,B17013,18,B17013_018,7 or more people ,
15157,B17013,19,B17013_019,Income in the past 12 months at or above poverty level:,
15158,B17013,20,B17013_020,Married-couple family:,
15159,B17013,21,B17013_021,2 people ,
15160,B17013,22,B17013_022,3 to 4 people ,
15161,B17013,23,B17013_023,5 to 6 people ,
15162,B17013,24,B17013_024,7 or more people ,
15163,B17013,25,B17013_025,Other families:,
15164,B17013,26,B17013_026," Male householder, no spouse present:",
15165,B17013,27,B17013_027,2 people ,
15166,B17013,28,B17013_028,3 to 4 people ,
15167,B17013,29,B17013_029,5 to 6 people ,
15168,B17013,30,B17013_030,7 or more people ,
15169,B17013,31,B17013_031,"Female householder, no spouse present:",
15170,B17013,32,B17013_032,2 people ,
15171,B17013,33,B17013_033,3 to 4 people ,
15172,B17013,34,B17013_034,5 to 6 people ,
15173,B17013,35,B17013_035,7 or more people ,
15174, ,,,,
15175,C17013, ,,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY NUMBER OF PERSONS IN FAMILY,1
15176,C17013, ,,Universe:  Families,
15177,C17013,1,C17013_001,Total:,
15178,C17013,2,C17013_002,Income in the past 12 months below poverty level:,
15179,C17013,3,C17013_003,2 persons ,
15180,C17013,4,C17013_004,3 to 4 persons ,
15181,C17013,5,C17013_005,5 to 6 persons ,
15182,C17013,6,C17013_006,7 or more persons  ,
15183,C17013,7,C17013_007,Income in the past 12 months at or above poverty level:,
15184,C17013,8,C17013_008,2 persons ,
15185,C17013,9,C17013_009,3 to 4 persons ,
15186,C17013,10,C17013_010,5 to 6 persons ,
15187,C17013,11,C17013_011,7 or more persons  ,
15188,,,,,
15189,B17014, ,,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF WORKERS IN FAMILY,"1,5"
15190,B17014, ,,Universe:  Families,
15191,B17014,1,B17014_001,Total:,
15192,B17014,2,B17014_002,Income in the past 12 months below poverty level:,
15193,B17014,3,B17014_003,Married-couple family:,
15194,B17014,4,B17014_004,No workers ,
15195,B17014,5,B17014_005,1 worker ,
15196,B17014,6,B17014_006,2 workers ,
15197,B17014,7,B17014_007,3 or more workers ,
15198,B17014,8,B17014_008,Other families:,
15199,B17014,9,B17014_009," Male householder, no spouse present:",
15200,B17014,10,B17014_010,No workers ,
15201,B17014,11,B17014_011,1 worker ,
15202,B17014,12,B17014_012,2 workers ,
15203,B17014,13,B17014_013,3 or more workers ,
15204,B17014,14,B17014_014,"Female householder, no spouse present:",
15205,B17014,15,B17014_015,No workers ,
15206,B17014,16,B17014_016,1 worker ,
15207,B17014,17,B17014_017,2 workers ,
15208,B17014,18,B17014_018,3 or more workers ,
15209,B17014,19,B17014_019,Income in the past 12 months at or above poverty level:,
15210,B17014,20,B17014_020,Married-couple family:,
15211,B17014,21,B17014_021,No workers ,
15212,B17014,22,B17014_022,1 worker ,
15213,B17014,23,B17014_023,2 workers ,
15214,B17014,24,B17014_024,3 or more workers ,
15215,B17014,25,B17014_025,Other families:,
15216,B17014,26,B17014_026,"Male householder, no spouse present:",
15217,B17014,27,B17014_027,No workers ,
15218,B17014,28,B17014_028,1 worker ,
15219,B17014,29,B17014_029,2 workers ,
15220,B17014,30,B17014_030,3 or more workers ,
15221,B17014,31,B17014_031,"Female householder, no spouse present:",
15222,B17014,32,B17014_032,No workers ,
15223,B17014,33,B17014_033,1 worker ,
15224,B17014,34,B17014_034,2 workers ,
15225,B17014,35,B17014_035,3 or more workers ,
15226, ,,,,
15227,C17014, ,,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY NUMBER OF WORKERS IN FAMILY,1
15228,C17014, ,,Universe:  Families,
15229,C17014,1,C17014_001,Total:,
15230,C17014,2,C17014_002,Income in the past 12 months below poverty level:,
15231,C17014,3,C17014_003,No workers  ,
15232,C17014,4,C17014_004,1 worker  ,
15233,C17014,5,C17014_005,2 workers ,
15234,C17014,6,C17014_006,3 or more workers ,
15235,C17014,7,C17014_007,Income in the past 12 months at or above poverty level:,
15236,C17014,8,C17014_008,No workers  ,
15237,C17014,9,C17014_009,1 worker  ,
15238,C17014,10,C17014_010,2 workers ,
15239,C17014,11,C17014_011,3 or more workers ,
15240, ,,,,
15241,B17015, ,,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY SOCIAL SECURITY INCOME BY SUPPLEMENTAL SECURITY INCOME (SSI) AND CASH PUBLIC ASSISTANCE INCOME,"1,5"
15242,B17015, ,,Universe:  Families,
15243,B17015,1,B17015_001,Total:,
15244,B17015,2,B17015_002,Income in the past 12 months below poverty level:,
15245,B17015,3,B17015_003,Married-couple family:,
15246,B17015,4,B17015_004,With Social Security income in the past 12 months:,
15247,B17015,5,B17015_005,With SSI and/or cash public assistance income in the past 12 months,
15248,B17015,6,B17015_006,Without SSI or cash public assistance income in the past 12 months,
15249,B17015,7,B17015_007,Without Social Security income in the past 12 months:,
15250,B17015,8,B17015_008,With SSI and/or cash public assistance income in the past 12 months,
15251,B17015,9,B17015_009,Without SSI or cash public assistance income in the past 12 months,
15252,B17015,10,B17015_010,Other family:,
15253,B17015,11,B17015_011,"Male householder, no spouse present:",
15254,B17015,12,B17015_012,With Social Security income in the past 12 months:,
15255,B17015,13,B17015_013,With SSI and/or cash public assistance income in the past 12 months,
15256,B17015,14,B17015_014,Without SSI or cash public assistance income in the past 12 months,
15257,B17015,15,B17015_015,Without Social Security income in the past 12 months:,
15258,B17015,16,B17015_016,With SSI and/or cash public assistance income in the past 12 months,
15259,B17015,17,B17015_017,Without SSI or cash public assistance income in the past 12 months,
15260,B17015,18,B17015_018,"Female householder, no spouse present:",
15261,B17015,19,B17015_019,With Social Security income in the past 12 months:,
15262,B17015,20,B17015_020,With SSI and/or cash public assistance income in the past 12 months,
15263,B17015,21,B17015_021,Without SSI or cash public assistance income in the past 12 months,
15264,B17015,22,B17015_022,Without Social Security income in the past 12 months:,
15265,B17015,23,B17015_023,With SSI and/or cash public assistance income in the past 12 months,
15266,B17015,24,B17015_024,Without SSI or cash public assistance income in the past 12 months,
15267,B17015,25,B17015_025,Income in the past 12 months at or above poverty level:,
15268,B17015,26,B17015_026,Married-couple family:,
15269,B17015,27,B17015_027,With Social Security income in the past 12 months:,
15270,B17015,28,B17015_028,With SSI and/or cash public assistance income in the past 12 months,
15271,B17015,29,B17015_029,Without SSI or cash public assistance income in the past 12 months,
15272,B17015,30,B17015_030,Without Social Security income in the past 12 months:,
15273,B17015,31,B17015_031,With SSI and/or cash public assistance income in the past 12 months,
15274,B17015,32,B17015_032,Without SSI or cash public assistance income in the past 12 months,
15275,B17015,33,B17015_033,Other family:,
15276,B17015,34,B17015_034,"Male householder, no spouse present:",
15277,B17015,35,B17015_035,With Social Security income in the past 12 months:,
15278,B17015,36,B17015_036,With SSI and/or cash public assistance income in the past 12 months,
15279,B17015,37,B17015_037,Without SSI or cash public assistance income in the past 12 months,
15280,B17015,38,B17015_038,Without Social Security income in the past 12 months:,
15281,B17015,39,B17015_039,With SSI and/or cash public assistance income in the past 12 months,
15282,B17015,40,B17015_040,Without SSI or cash public assistance income in the past 12 months,
15283,B17015,41,B17015_041,"Female householder, no spouse present:",
15284,B17015,42,B17015_042,With Social Security income in the past 12 months:,
15285,B17015,43,B17015_043,With SSI and/or cash public assistance income in the past 12 months,
15286,B17015,44,B17015_044,Without SSI or cash public assistance income in the past 12 months,
15287,B17015,45,B17015_045,Without Social Security income in the past 12 months:,
15288,B17015,46,B17015_046,With SSI and/or cash public assistance income in the past 12 months,
15289,B17015,47,B17015_047,Without SSI or cash public assistance income in the past 12 months,
15290, ,,,,
15291,C17015, ,,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY SOCIAL SECURITY INCOME BY SUPPLEMENTAL SECURITY INCOME (SSI) AND PUBLIC ASSISTANCE INCOME,1
15292,C17015, ,,Universe:  Families,
15293,C17015,1,C17015_001,Total:,
15294,C17015,2,C17015_002,Income in the past 12 months below poverty level:,
15295,C17015,3,C17015_003,With Social Security income in the past 12 months:,
15296,C17015,4,C17015_004,With SSI and/or public assistance income in the past 12 months,
15297,C17015,5,C17015_005,Without SSI or public assistance income in the past 12 months,
15298,C17015,6,C17015_006,Without Social Security income in the past 12 months:,
15299,C17015,7,C17015_007,With SSI and/or public assistance income in the past 12 months,
15300,C17015,8,C17015_008,Without SSI or public assistance income in the past 12 months,
15301,C17015,9,C17015_009,Income in the past 12 months at or above poverty level:,
15302,C17015,10,C17015_010,With Social Security income in the past 12 months:,
15303,C17015,11,C17015_011,With SSI and/or public assistance income in the past 12 months,
15304,C17015,12,C17015_012,Without SSI or public assistance income in the past 12 months,
15305,C17015,13,C17015_013,Without Social Security income in the past 12 months:,
15306,C17015,14,C17015_014,With SSI and/or public assistance income in the past 12 months,
15307,C17015,15,C17015_015,Without SSI or public assistance income in the past 12 months,
15308,,,,,
15309,B17016, ,,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY WORK EXPERIENCE OF HOUSEHOLDER AND SPOUSE,"1,5"
15310,B17016, ,,Universe:  Families,
15311,B17016,1,B17016_001,Total:,
15312,B17016,2,B17016_002,Income in the past 12 months below poverty level:,
15313,B17016,3,B17016_003,Married-couple family:,
15314,B17016,4,B17016_004,"Householder worked full-time, year-round in the past 12 months:",
15315,B17016,5,B17016_005,"Spouse worked full-time, year-round in the past 12 months",
15316,B17016,6,B17016_006,Spouse worked part-time or part-year in the past 12 months,
15317,B17016,7,B17016_007,Spouse did not work in the past 12 months,
15318,B17016,8,B17016_008,Householder worked part-time or part-year in the past 12 months:,
15319,B17016,9,B17016_009,"Spouse worked full-time, year-round in the past 12 months",
15320,B17016,10,B17016_010,Spouse worked part-time or part-year in the past 12 months,
15321,B17016,11,B17016_011,Spouse did not work in the past 12 months,
15322,B17016,12,B17016_012,Householder did not work in the past 12 months:,
15323,B17016,13,B17016_013,"Spouse worked full-time, year-round in the past 12 months",
15324,B17016,14,B17016_014,Spouse worked part-time or part-year in the past 12 months,
15325,B17016,15,B17016_015,Spouse did not work in the past 12 months,
15326,B17016,16,B17016_016,Other family:,
15327,B17016,17,B17016_017,"Male householder, no spouse present:",
15328,B17016,18,B17016_018,"Householder worked full-time, year-round in the past 12 months",
15329,B17016,19,B17016_019,Householder worked part-time or part-year in the past 12 months,
15330,B17016,20,B17016_020,Householder did not work in the past 12 months,
15331,B17016,21,B17016_021,"Female householder, no spouse present:",
15332,B17016,22,B17016_022,"Householder worked full-time, year-round in the past 12 months",
15333,B17016,23,B17016_023,Householder worked part-time or part-year in the past 12 months,
15334,B17016,24,B17016_024,Householder did not work in the past 12 months,
15335,B17016,25,B17016_025,Income in the past 12 months at or above poverty level:,
15336,B17016,26,B17016_026,Married-couple family:,
15337,B17016,27,B17016_027,"Householder worked full-time, year-round in the past 12 months:",
15338,B17016,28,B17016_028,"Spouse worked full-time, year-round in the past 12 months",
15339,B17016,29,B17016_029,Spouse worked part-time or part-year in the past 12 months,
15340,B17016,30,B17016_030,Spouse did not work in the past 12 months,
15341,B17016,31,B17016_031,Householder worked part-time or part-year in the past 12 months:,
15342,B17016,32,B17016_032,"Spouse worked full-time, year-round in the past 12 months",
15343,B17016,33,B17016_033,Spouse worked part-time or part-year in the past 12 months,
15344,B17016,34,B17016_034,Spouse did not work in the past 12 months,
15345,B17016,35,B17016_035,Householder did not work in the past 12 months:,
15346,B17016,36,B17016_036,"Spouse worked full-time, year-round in the past 12 months",
15347,B17016,37,B17016_037,Spouse worked part-time or part-year in the past 12 months,
15348,B17016,38,B17016_038,Spouse did not work in the past 12 months,
15349,B17016,39,B17016_039,Other family:,
15350,B17016,40,B17016_040,"Male householder, no spouse present:",
15351,B17016,41,B17016_041,"Householder worked full-time, year-round in the past 12 months",
15352,B17016,42,B17016_042,Householder worked part-time or part-year in the past 12 months,
15353,B17016,43,B17016_043,Householder did not work in the past 12 months,
15354,B17016,44,B17016_044,"Female householder, no spouse present:",
15355,B17016,45,B17016_045,"Householder worked full-time, year-round in the past 12 months",
15356,B17016,46,B17016_046,Householder worked part-time or part-year in the past 12 months,
15357,B17016,47,B17016_047,Householder did not work in the past 12 months,
15358, ,,,,
15359,C17016, ,,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY WORK EXPERIENCE OF HOUSEHOLDER,1
15360,C17016, ,,Universe:  Families,
15361,C17016,1,C17016_001,Total:,
15362,C17016,2,C17016_002,Income in the past 12 months below poverty level:,
15363,C17016,3,C17016_003,"Householder worked full-time, year-round in the past 12 months",
15364,C17016,4,C17016_004,Householder worked part-time or part-year in the past 12 months,
15365,C17016,5,C17016_005,Householder did not work in the past 12 months,
15366,C17016,6,C17016_006,Income in the past 12 months at or above poverty level:,
15367,C17016,7,C17016_007,"Householder worked full-time, year-round in the past 12 months",
15368,C17016,8,C17016_008,Householder worked part-time or part-year in the past 12 months,
15369,C17016,9,C17016_009,Householder did not work in the past 12 months,
15370,,,,,
15371,B17017, ,,POVERTY STATUS IN THE PAST 12 MONTHS BY HOUSEHOLD TYPE BY AGE OF HOUSEHOLDER,"1,5"
15372,B17017, ,,Universe:  Households,
15373,B17017,1,B17017_001,Total:,
15374,B17017,2,B17017_002,Income in the past 12 months below poverty level:,
15375,B17017,3,B17017_003,Family households:,
15376,B17017,4,B17017_004,Married-couple family:,
15377,B17017,5,B17017_005,Householder under 25 years,
15378,B17017,6,B17017_006,Householder 25 to 44 years,
15379,B17017,7,B17017_007,Householder 45 to 64 years,
15380,B17017,8,B17017_008,Householder 65 years and over,
15381,B17017,9,B17017_009,Other family:,
15382,B17017,10,B17017_010,"Male householder, no spouse present:",
15383,B17017,11,B17017_011,Householder under 25 years,
15384,B17017,12,B17017_012,Householder 25 to 44 years,
15385,B17017,13,B17017_013,Householder 45 to 64 years,
15386,B17017,14,B17017_014,Householder 65 years and over,
15387,B17017,15,B17017_015,"Female householder, no spouse present:",
15388,B17017,16,B17017_016,Householder under 25 years,
15389,B17017,17,B17017_017,Householder 25 to 44 years,
15390,B17017,18,B17017_018,Householder 45 to 64 years,
15391,B17017,19,B17017_019,Householder 65 years and over,
15392,B17017,20,B17017_020,Nonfamily households:,
15393,B17017,21,B17017_021,Male householder:,
15394,B17017,22,B17017_022,Householder under 25 years,
15395,B17017,23,B17017_023,Householder 25 to 44 years,
15396,B17017,24,B17017_024,Householder 45 to 64 years,
15397,B17017,25,B17017_025,Householder 65 years and over,
15398,B17017,26,B17017_026,Female householder:,
15399,B17017,27,B17017_027,Householder under 25 years,
15400,B17017,28,B17017_028,Householder 25 to 44 years,
15401,B17017,29,B17017_029,Householder 45 to 64 years,
15402,B17017,30,B17017_030,Householder 65 years and over,
15403,B17017,31,B17017_031,Income in the past 12 months at or above poverty level:,
15404,B17017,32,B17017_032,Family households:,
15405,B17017,33,B17017_033,Married-couple family:,
15406,B17017,34,B17017_034,Householder under 25 years,
15407,B17017,35,B17017_035,Householder 25 to 44 years,
15408,B17017,36,B17017_036,Householder 45 to 64 years,
15409,B17017,37,B17017_037,Householder 65 years and over,
15410,B17017,38,B17017_038,Other family:,
15411,B17017,39,B17017_039,"Male householder, no spouse present:",
15412,B17017,40,B17017_040,Householder under 25 years,
15413,B17017,41,B17017_041,Householder 25 to 44 years,
15414,B17017,42,B17017_042,Householder 45 to 64 years,
15415,B17017,43,B17017_043,Householder 65 years and over,
15416,B17017,44,B17017_044,"Female householder, no spouse present:",
15417,B17017,45,B17017_045,Householder under 25 years,
15418,B17017,46,B17017_046,Householder 25 to 44 years,
15419,B17017,47,B17017_047,Householder 45 to 64 years,
15420,B17017,48,B17017_048,Householder 65 years and over,
15421,B17017,49,B17017_049,Nonfamily households:,
15422,B17017,50,B17017_050,Male householder:,
15423,B17017,51,B17017_051,Householder under 25 years,
15424,B17017,52,B17017_052,Householder 25 to 44 years,
15425,B17017,53,B17017_053,Householder 45 to 64 years,
15426,B17017,54,B17017_054,Householder 65 years and over,
15427,B17017,55,B17017_055,Female householder:,
15428,B17017,56,B17017_056,Householder under 25 years,
15429,B17017,57,B17017_057,Householder 25 to 44 years,
15430,B17017,58,B17017_058,Householder 45 to 64 years,
15431,B17017,59,B17017_059,Householder 65 years and over,
15432, ,,,,
15433,C17017, ,,POVERTY STATUS IN THE PAST 12 MONTHS BY HOUSEHOLD TYPE,1
15434,C17017, ,,Universe:  Households,
15435,C17017,1,C17017_001,Total:,
15436,C17017,2,C17017_002,Income in the past 12 months below poverty level:,
15437,C17017,3,C17017_003,Family households:,
15438,C17017,4,C17017_004,Married-couple family,
15439,C17017,5,C17017_005,Other family:,
15440,C17017,6,C17017_006,"Male householder, no spouse present",
15441,C17017,7,C17017_007,"Female householder, no spouse present",
15442,C17017,8,C17017_008,Nonfamily households:,
15443,C17017,9,C17017_009,Male householder,
15444,C17017,10,C17017_010,Female householder,
15445,C17017,11,C17017_011,Income in the past 12 months at or above poverty level:,
15446,C17017,12,C17017_012,Family households:,
15447,C17017,13,C17017_013,Married-couple family,
15448,C17017,14,C17017_014,Other family:,
15449,C17017,15,C17017_015,"Male householder, no spouse present",
15450,C17017,16,C17017_016,"Female householder, no spouse present",
15451,C17017,17,C17017_017,Nonfamily households:,
15452,C17017,18,C17017_018,Male householder,
15453,C17017,19,C17017_019,Female householder,
